150,2024-06-03,3755.37,Cash,173
151,2024-06-04,5923.34,Card,174
152,2024-06-05,1929.29,Card,175
153,2024-06-05,3144.23,Cash,177
154,2024-06-06,6383.04,Card,178
155,2024-06-07,427.52,Card,179
156,2024-06-08,3559.97,Card,180
157,2024-06-09,3595.6,Card,181
158,2024-06-10,5142.79,Cash,183
159,2024-06-11,2696.25,Card,184
160,2024-06-12,4190.65,Card,185
161,2024-06-13,1267.89,Card,186
162,2024-06-14,6352.02,Card,187
163,2024-06-15,4657.59,Card,190
164,2024-06-16,4274.57,Card,191
165,2024-06-16,5352.88,Cash,193
166,2024-06-17,2001.9,Card,194
167,2024-06-18,562.2,Card,195
168,2024-06-19,6082.0,Card,196
169,2024-06-20,4912.5,Card,197
170,2024-06-21,4601.26,Card,198
171,2024-06-22,533.33,Card,199
172,2024-06-23,2785.73,Card,200
173,2024-06-24,4088.5,Cash,201
174,2024-06-25,771.12,Card,202
175,2024-06-26,4880.98,Card,205
176,2024-06-27,3869.72,Card,207
177,2024-06-27,4080.5,Card,208
178,2024-06-28,1519.58,Card,209
179,2024-06-29,1686.61,Card,210
180,2024-06-30,2910.55,Card,211
181,2024-07-01,1970.47,Card,212
182,2024-07-02,5933.12,Card,213
183,2024-07-03,397.01,Card,214
184,2024-07-04,685.22,Cash,215
185,2024-07-05,437.56,Card,216
186,2024-07-06,5086.8,Card,217
187,2024-07-07,2271.23,Card,218
188,2024-07-08,2192.61,Card,219
189,2024-07-08,4290.78,Card,220
190,2024-07-09,6273.98,Card,221
191,2024-07-10,3193.17,Card,222
192,2024-07-11,2229.77,Card,224
193,2024-07-12,3244.13,Card,226
194,2024-07-13,5596.49,Card,227
195,2024-07-14,3290.6,Card,228
196,2024-07-15,5766.53,Card,229
197,2024-07-16,501.49,Card,230
198,2024-07-17,4343.09,Card,231
199,2024-07-18,977.05,Card,232
200,2024-07-19,5946.84,Cash,233
201,2024-07-19,3977.98,Card,234
202,2024-07-20,4695.75,Card,235
203,2024-07-21,6433.51,Card,236
204,2024-07-22,1162.63,Card,237
205,2024-07-23,5956.49,Card,238
206,2024-07-24,5782.21,Card,240
207,2024-07-25,5363.92,Card,241
208,2024-07-29,2743.47,Card,242
209,2024-07-27,1990.38,Card,243
210,2024-07-28,4887.86,Cash,244
211,2024-08-29,1529.19,Card,245
212,2024-07-30,3078.27,Card,248
213,2024-07-30,4071.06,Card,249
214,2024-07-31,5441.98,Cash,250
215,2024-08-01,3207.52,Card,251
216,2024-08-02,4614.07,Card,252
217,2024-08-03,4845.37,Card,253
218,2024-08-04,1214.09,Card,254
219,2024-08-05,6106.08,Card,255
220,2024-08-06,6275.86,Card,256
221,2024-08-07,3900.87,Card,257
222,2024-08-08,3821.95,Card,258
223,2024-08-09,3895.88,Card,259
224,2024-08-10,2374.7,Card,260
225,2024-08-10,4080.61,Card,261
226,2024-08-11,3734.78,Card,262
227,2024-08-12,2749.38,Card,263
228,2024-08-13,4621.45,Card,264
229,2024-08-14,4965.42,Card,265
230,2024-08-15,5365.59,Card,266
231,2024-08-16,6172.11,Card,267
232,2024-08-17,382.32,Card,268
233,2024-08-18,2439.43,Card,269
234,2024-08-19,5014.08,Card,270
235,2024-08-20,5774.86,Card,271
236,2024-08-21,6091.76,Card,272
237,2024-08-21,3418.07,Card,273
238,2024-08-22,4807.21,Card,274
239,2024-08-23,497.57,Card,275
240,2024-08-24,1433.77,Card,276
241,2024-08-25,1945.31,Card,277
242,2024-08-26,5632.28,Card,278
243,2024-08-27,4854.32,Card,279
244,2024-08-28,1660.51,Card,281
245,2024-08-29,1756.07,Card,283
246,2024-08-30,584.84,Card,284
247,2024-08-31,5130.16,Card,285
248,2024-09-01,4185.63,Card,286
249,2024-09-01,6455.09,Card,287
250,2024-09-22,3905.79,Card,288
251,2024-09-03,2471.48,Card,289
252,2024-09-04,5042.17,Card,291
253,2024-09-05,4309.57,Card,293
254,2024-09-06,5805.85,Card,294
255,2024-09-07,4810.47,Card,296
256,2024-09-08,3915.37,Card,297
257,2024-09-09,5499.18,Card,299
258,2024-09-10,6426.17,Card,300
259,2024-09-11,2070.69,Card,301
260,2024-09-12,4568.94,Card,302
261,2024-09-12,5375.43,Card,303
262,2024-09-13,2139.55,Cash,304
263,2024-09-14,4519.42,Card,305
264,2024-09-15,2858.37,Card,306
265,2024-09-16,747.92,Card,307
266,2024-09-17,1745.7,Card,308
267,2024-09-18,2653.45,Card,309
268,2024-09-19,1992.68,Cash,310
269,2024-09-20,327.6,Card,312
270,2024-09-21,2526.55,Card,313
271,2024-09-22,1360.06,Cash,315
272,2024-09-23,6078.68,Card,316
273,2024-09-24,1604.8,Card,317
274,2024-09-24,3317.54,Card,318
275,2024-09-25,2405.19,Cash,319
276,2024-09-26,6020.84,Card,320
277,2024-09-27,3034.42,Card,321
278,2024-09-28,4734.4,Card,323
279,2024-09-29,4052.32,Card,324
280,2024-09-30,777.15,Card,325
281,2024-10-01,5605.84,Card,326
282,2024-10-02,2535.07,Cash,329
283,2024-10-03,804.22,Card,331
284,2024-10-04,670.84,Card,332
285,2024-10-05,1305.93,Card,334
286,2024-10-05,5834.05,Card,335
287,2024-10-06,6292.41,Card,336
288,2024-10-07,2201.62,Card,337
289,2024-10-08,455.32,Card,338
290,2024-10-09,2176.9,Card,339
291,2024-10-10,1558.79,Card,340
292,2024-10-11,3045.49,Card,341
293,2024-10-12,5040.31,Card,342
294,2024-10-13,3152.23,Card,343
295,2024-10-14,855.58,Card,344
296,2024-10-15,5555.03,Cash,346
297,2024-10-16,1461.37,Card,347
298,2024-10-16,1360.13,Card,348
299,2024-10-17,672.59,Card,349
300,2024-10-18,2705.21,Card,350
301,2024-10-19,555.16,Cash,351
302,2024-10-20,5975.17,Card,352
303,2024-10-21,2022.77,Card,354
304,2024-10-22,407.17,Card,356
305,2024-10-23,2861.85,Card,357
306,2024-10-24,6434.3,Card,358
307,2024-10-25,5226.92,Card,359
308,2024-10-26,4663.71,Card,360
309,2024-10-27,5702.28,Card,361
310,2024-10-27,938.91,Cash,362
311,2024-10-28,6330.62,Card,363
312,2024-10-29,590.32,Card,364
313,2024-10-30,2759.09,Cash,366
314,2024-10-31,5463.27,Card,367
315,2024-11-01,943.94,Cash,368
316,2024-11-02,418.69,Card,369
317,2024-11-03,6355.37,Card,370
318,2024-11-04,5548.17,Card,371
319,2024-11-05,2073.97,Card,372
320,2024-11-06,3944.71,Card,373
321,2024-11-07,3401.6,Cash,374
322,2024-11-07,1888.13,Card,375
323,2024-11-08,3617.62,Card,376
324,2024-11-09,3544.64,Card,377
325,2024-11-10,2796.8,Card,378
326,2024-11-11,3338.64,Card,379
327,2024-11-12,4630.85,Card,380
328,2024-11-13,5708.82,Card,381
329,2024-11-14,3205.96,Card,382
330,2024-11-15,5975.29,Card,383
331,2024-11-16,842.8,Card,384
332,2024-11-17,6329.09,Card,386
333,2024-11-18,4899.23,Card,387
334,2024-11-18,5940.7,Card,388
335,2024-11-19,6372.12,Card,390
336,2024-11-20,2891.29,Card,391
337,2024-11-21,4345.51,Card,392
338,2024-11-22,3434.87,Card,393
339,2024-11-23,4171.57,Cash,394
340,2024-11-24,3398.96,Card,395
341,2024-11-25,466.62,Card,396
342,2024-11-26,592.34,Cash,397
343,2024-11-27,1951.09,Cash,398
344,2024-11-28,1553.46,Card,399
345,2024-11-29,4838.48,Card,400
