141,2024-04-24,2024-05-25,6080.93,Paid,106,1
142,2024-04-25,2024-05-26,5877.4,Paid,106,2
143,2024-04-26,2024-05-27,4443.0,Paid,107,3
144,2024-04-27,2024-05-28,5201.59,Paid,108,4
145,2024-04-28,2024-05-29,457.46,Paid,109,1
146,2024-04-29,2024-05-30,4162.91,Paid,109,2
147,2024-04-30,2024-05-31,3595.12,Paid,110,3
148,2024-05-01,2024-06-01,6162.69,Paid,111,4
149,2024-05-02,2024-06-02,6387.1,Paid,112,1
150,2024-05-03,2024-06-03,2217.03,Paid,112,2
151,2024-05-04,2024-06-04,5794.38,Paid,113,3
152,2024-05-05,2024-06-05,4206.8,Paid,114,4
153,2024-05-05,2024-06-05,3339.48,Paid,115,1
154,2024-05-06,2024-06-06,4018.14,Paid,115,2
155,2024-05-07,2024-06-07,2686.57,Paid,116,3
156,2024-05-08,2024-06-08,6037.13,Paid,117,4
157,2024-05-09,2024-06-09,1497.09,Paid,118,1
158,2024-05-10,2024-06-10,4305.0,Paid,118,2
159,2024-05-11,2024-06-11,4134.96,Paid,119,3
160,2024-05-12,2024-06-12,2841.01,Not paid,120,4
161,2024-05-13,2024-06-13,2920.96,Paid,121,1
162,2024-05-14,2024-06-14,3674.91,Paid,121,2
163,2024-05-15,2024-06-15,5342.05,Paid,122,3
164,2024-05-16,2024-06-16,3460.02,Paid,123,4
165,2024-05-16,2024-06-16,5073.67,Paid,124,1
166,2024-05-17,2024-06-17,1245.62,Paid,124,2
167,2024-05-18,2024-06-18,6340.08,Paid,125,3
168,2024-05-19,2024-06-19,868.38,Not paid,126,4
169,2024-05-20,2024-06-20,568.49,Paid,127,1
170,2024-05-21,2024-06-21,6206.26,Paid,127,2
171,2024-05-22,2024-06-22,1418.99,Paid,128,3
172,2024-05-23,2024-06-23,755.06,Paid,129,4
173,2024-05-24,2024-06-24,3755.37,Paid,130,1
174,2024-05-25,2024-06-25,5923.34,Paid,130,2
175,2024-05-26,2024-06-26,1929.29,Paid,131,3
176,2024-05-27,2024-06-27,4169.88,Not paid,132,4
177,2024-05-27,2024-06-27,3144.23,Paid,133,1
178,2024-05-28,2024-06-28,6383.04,Paid,133,2
179,2024-05-29,2024-06-29,427.52,Paid,134,3
180,2024-05-30,2024-06-30,3559.97,Paid,135,4
181,2024-05-31,2024-07-01,3595.6,Paid,136,1
182,2024-06-01,2024-07-02,1543.41,Not paid,136,2
183,2024-06-02,2024-07-03,5142.79,Paid,137,3
184,2024-06-03,2024-07-04,2696.25,Paid,138,4
185,2024-06-04,2024-07-05,4190.65,Paid,139,1
186,2024-06-05,2024-07-06,1267.89,Paid,139,2
187,2024-06-06,2024-07-07,6352.02,Paid,140,3
188,2024-06-07,2024-07-08,807.97,Not paid,141,4
189,2024-06-07,2024-07-08,2737.3,Not paid,142,1
190,2024-06-08,2024-07-09,4657.59,Paid,142,2
191,2024-06-09,2024-07-10,4274.57,Paid,143,3
192,2024-06-10,2024-07-11,3964.84,Not paid,144,4
193,2024-06-11,2024-07-12,5352.88,Paid,145,1
194,2024-06-12,2024-07-13,2001.9,Paid,145,2
195,2024-06-13,2024-07-14,562.2,Paid,146,3
196,2024-06-14,2024-07-15,6082.0,Paid,147,4
197,2024-06-15,2024-07-16,4912.5,Paid,148,1
198,2024-06-16,2024-07-17,4601.26,Paid,148,2
199,2024-06-17,2024-07-18,533.33,Paid,149,3
200,2024-06-18,2024-07-19,2785.73,Paid,150,4
201,2024-06-18,2024-07-19,4088.5,Paid,151,1
202,2024-06-19,2024-07-20,771.12,Paid,151,2
203,2024-06-20,2024-07-21,5003.56,Not paid,152,3
204,2024-06-21,2024-07-22,4509.14,Not paid,153,4
205,2024-06-22,2024-07-23,4880.98,Paid,154,1
206,2024-06-23,2024-07-24,2349.98,Not paid,154,2
207,2024-06-24,2024-07-25,3869.72,Paid,155,3
208,2024-06-25,2024-07-26,4080.5,Paid,156,4
209,2024-06-26,2024-07-27,1519.58,Paid,157,1
210,2024-06-27,2024-07-28,1686.61,Paid,157,2
211,2024-06-28,2024-07-29,2910.55,Paid,158,3
212,2024-06-29,2024-07-30,1970.47,Paid,159,4
213,2024-06-29,2024-07-30,5933.12,Paid,160,1
214,2024-06-30,2024-07-31,397.01,Paid,160,2
215,2024-07-01,2024-08-01,685.22,Paid,161,3
216,2024-07-02,2024-08-02,437.56,Paid,162,4
217,2024-07-03,2024-08-03,5086.8,Paid,163,1
218,2024-07-04,2024-08-04,2271.23,Paid,163,2
219,2024-07-05,2024-08-05,2192.61,Paid,164,3
220,2024-07-06,2024-08-06,4290.78,Paid,165,4
221,2024-07-07,2024-08-07,6273.98,Paid,166,1
222,2024-07-08,2024-08-08,3193.17,Paid,166,2
223,2024-07-09,2024-08-09,6342.72,Not paid,167,3
224,2024-07-10,2024-08-10,2229.77,Paid,168,4
225,2024-07-10,2024-08-10,1958.68,Not paid,169,1
226,2024-07-11,2024-08-11,3244.13,Paid,169,2
227,2024-07-12,2024-08-12,5596.49,Paid,170,3
228,2024-07-13,2024-08-13,3290.6,Paid,171,4
229,2024-07-14,2024-08-14,5766.53,Paid,172,1
230,2024-07-15,2024-08-15,501.49,Paid,172,2
231,2024-07-16,2024-08-16,4343.09,Paid,173,3
232,2024-07-17,2024-08-17,977.05,Paid,174,4
233,2024-07-18,2024-08-18,5946.84,Paid,175,1
234,2024-07-19,2024-08-19,3977.98,Paid,175,2
235,2024-07-20,2024-08-20,4695.75,Paid,176,3
236,2024-07-21,2024-08-21,6433.51,Paid,177,4
237,2024-07-21,2024-08-21,1162.63,Paid,178,1
238,2024-07-22,2024-08-22,5956.49,Paid,178,2
239,2024-07-23,2024-08-23,874.16,Not paid,179,3
240,2024-07-24,2024-08-24,5782.21,Paid,180,4
241,2024-07-25,2024-08-25,5363.92,Paid,181,1
242,2024-07-26,2024-08-26,2743.47,Paid,181,2
243,2024-07-27,2024-08-27,1990.38,Paid,182,3
244,2024-07-28,2024-08-28,4887.86,Paid,183,4
245,2024-07-29,2024-08-29,1529.19,Paid,184,1
246,2024-07-30,2024-08-30,6097.06,Not paid,184,2
247,2024-07-31,2024-08-31,2814.82,Not paid,185,3
248,2024-08-01,2024-09-01,3078.27,Paid,186,4
249,2024-08-01,2024-09-01,4071.06,Paid,187,1
250,2024-08-02,2024-09-02,5441.98,Paid,187,2
251,2024-08-03,2024-09-03,3207.52,Paid,188,3
252,2024-08-04,2024-09-04,4614.07,Paid,189,4
253,2024-08-05,2024-09-05,4845.37,Paid,190,1
254,2024-08-06,2024-09-06,1214.09,Paid,190,2
255,2024-08-07,2024-09-07,6106.08,Paid,191,3
256,2024-08-08,2024-09-08,6275.86,Paid,192,4
257,2024-08-09,2024-09-09,3900.87,Paid,193,1
258,2024-08-10,2024-09-10,3821.95,Paid,193,2
259,2024-08-11,2024-09-11,3895.88,Paid,194,3
260,2024-08-12,2024-09-12,2374.7,Paid,195,4
261,2024-08-12,2024-09-12,4080.61,Paid,196,1
262,2024-08-13,2024-09-13,3734.78,Paid,196,2
263,2024-08-14,2024-09-14,2749.38,Paid,197,3
264,2024-08-15,2024-09-15,4621.45,Paid,198,4
265,2024-08-16,2024-09-16,4965.42,Paid,199,1
266,2024-08-17,2024-09-17,5365.59,Paid,199,2
267,2024-08-18,2024-09-18,6172.11,Paid,200,3
268,2024-08-19,2024-09-19,382.32,Paid,201,4
269,2024-08-20,2024-09-20,2439.43,Paid,202,1
270,2024-08-21,2024-09-21,5014.08,Paid,202,2
271,2024-08-22,2024-09-22,5774.86,Paid,203,3
272,2024-08-23,2024-09-23,6091.76,Paid,204,4
273,2024-08-24,2024-09-24,3418.07,Paid,205,1
274,2024-08-24,2024-09-24,4807.21,Paid,205,2
275,2024-08-25,2024-09-25,497.57,Paid,206,3
276,2024-08-26,2024-09-26,1433.77,Paid,207,4
277,2024-08-27,2024-09-27,1945.31,Paid,208,1
278,2024-08-28,2024-09-28,5632.28,Paid,208,2
279,2024-08-29,2024-09-29,4854.32,Paid,209,3
280,2024-08-30,2024-09-30,4527.81,Not paid,210,4
281,2024-08-31,2024-10-01,1660.51,Paid,1,1
282,2024-09-01,2024-10-02,5256.17,Not paid,1,2
283,2024-09-02,2024-10-03,1756.07,Paid,2,3
284,2024-09-03,2024-10-04,584.84,Paid,3,4
285,2024-09-04,2024-10-05,5130.16,Paid,4,1
286,2024-09-04,2024-10-05,4185.63,Paid,4,2
287,2024-09-05,2024-10-06,6455.09,Paid,5,3
288,2024-09-06,2024-10-07,3905.79,Paid,6,4
289,2024-09-07,2024-10-08,2471.48,Paid,7,1
290,2024-09-08,2024-10-09,304.2,Not paid,7,2
291,2024-09-09,2024-10-10,5042.17,Paid,8,3
292,2024-09-10,2024-10-11,3238.34,Not paid,9,4
293,2024-09-11,2024-10-12,4309.57,Paid,10,1
294,2024-09-12,2024-10-13,5805.85,Paid,10,2
295,2024-09-13,2024-10-14,6440.78,Not paid,11,3
296,2024-09-14,2024-10-15,4810.47,Paid,12,4
297,2024-09-15,2024-10-16,3915.37,Paid,13,1
298,2024-09-15,2024-10-16,5497.12,Not paid,13,2
299,2024-09-16,2024-10-17,5499.18,Paid,14,3
300,2024-09-17,2024-10-18,6426.17,Paid,15,4
301,2024-09-18,2024-10-19,2070.69,Paid,16,1
302,2024-09-19,2024-10-20,4568.94,Paid,16,2
303,2024-09-20,2024-10-21,5375.43,Paid,17,3
304,2024-09-21,2024-10-22,2139.55,Paid,18,4
305,2024-09-22,2024-10-23,4519.42,Paid,19,1
306,2024-09-23,2024-10-24,2858.37,Paid,19,2
307,2024-09-24,2024-10-25,747.92,Paid,20,3
308,2024-09-25,2024-10-26,1745.7,Paid,21,4
309,2024-09-26,2024-10-27,2653.45,Paid,22,1
310,2024-09-26,2024-10-27,1992.68,Paid,22,2
311,2024-09-27,2024-10-28,666.71,Not paid,23,3
312,2024-09-28,2024-10-29,327.6,Paid,24,4
313,2024-09-29,2024-10-30,2526.55,Paid,25,1
314,2024-09-30,2024-10-31,3095.89,Not paid,25,2
315,2024-10-01,2024-11-01,1360.06,Paid,26,3
316,2024-10-02,2024-11-02,6078.68,Paid,27,4
317,2024-10-03,2024-11-03,1604.8,Paid,28,1
318,2024-10-04,2024-11-04,3317.54,Paid,28,2
319,2024-10-05,2024-11-05,2405.19,Paid,29,3
320,2024-10-06,2024-11-06,6020.84,Paid,30,4
321,2024-10-07,2024-11-07,3034.42,Paid,31,1
322,2024-10-07,2024-11-07,3473.89,Not paid,31,2
323,2024-10-08,2024-11-08,4734.4,Paid,32,3
324,2024-10-09,2024-11-09,4052.32,Paid,33,4
325,2024-10-10,2024-11-10,777.15,Paid,34,1
326,2024-10-11,2024-11-11,5605.84,Paid,34,2
327,2024-10-12,2024-11-12,745.53,Not paid,35,3
328,2024-10-13,2024-11-13,2640.41,Not paid,36,4
329,2024-10-14,2024-11-14,2535.07,Paid,37,1
330,2024-10-15,2024-11-15,346.65,Not paid,37,2
331,2024-10-16,2024-11-16,804.22,Paid,38,3
332,2024-10-17,2024-11-17,670.84,Paid,39,4
333,2024-10-18,2024-11-18,4132.23,Not paid,40,1
334,2024-10-18,2024-11-18,1305.93,Paid,40,2
335,2024-10-19,2024-11-19,5834.05,Paid,41,3
336,2024-10-20,2024-11-20,6292.41,Paid,42,4
337,2024-10-21,2024-11-21,2201.62,Paid,43,1
338,2024-10-22,2024-11-22,455.32,Paid,43,2
339,2024-10-23,2024-11-23,2176.9,Paid,44,3
340,2024-10-24,2024-11-24,1558.79,Paid,45,4
341,2024-10-25,2024-11-25,3045.49,Paid,46,1
342,2024-10-26,2024-11-26,5040.31,Paid,46,2
343,2024-10-27,2024-11-27,3152.23,Paid,47,3
344,2024-10-28,2024-11-28,855.58,Paid,48,4
345,2024-10-29,2024-11-29,6244.99,Not paid,49,1
346,2024-10-29,2024-11-29,5555.03,Paid,49,2
347,2024-10-30,2024-11-30,1461.37,Paid,50,3
348,2024-10-31,2024-12-01,1360.13,Paid,51,4
349,2024-11-01,2024-12-02,672.59,Paid,52,1
350,2024-11-02,2024-12-03,2705.21,Paid,52,2
351,2024-11-03,2024-12-04,555.16,Paid,53,3
352,2024-11-04,2024-12-05,5975.17,Paid,54,4
353,2024-11-05,2024-12-06,2251.11,Not paid,55,1
354,2024-11-06,2024-12-07,2022.77,Paid,55,2
355,2024-11-07,2024-12-08,1722.18,Not paid,56,3
356,2024-11-08,2024-12-09,407.17,Paid,57,4
357,2024-11-09,2024-12-10,2861.85,Paid,58,1
358,2024-11-09,2024-12-10,6434.3,Paid,58,2
359,2024-11-10,2024-12-11,5226.92,Paid,59,3
360,2024-11-11,2024-12-12,4663.71,Paid,60,4
361,2024-11-12,2024-12-13,5702.28,Paid,61,1
362,2024-11-13,2024-12-14,938.91,Paid,61,2
363,2024-11-14,2024-12-15,6330.62,Paid,62,3
364,2024-11-15,2024-12-16,590.32,Paid,63,4
365,2024-11-16,2024-12-17,765.43,Not paid,64,1
366,2024-11-17,2024-12-18,2759.09,Paid,64,2
367,2024-11-18,2024-12-19,5463.27,Paid,65,3
368,2024-11-19,2024-12-20,943.94,Paid,66,4
369,2024-11-20,2024-12-21,418.69,Paid,67,1
370,2024-11-20,2024-12-21,6355.37,Paid,67,2
371,2024-11-21,2024-12-22,5548.17,Paid,68,3
372,2024-11-22,2024-12-23,2073.97,Paid,69,4
373,2024-11-23,2024-12-24,3944.71,Paid,70,1
374,2024-11-24,2024-12-25,3401.6,Paid,70,2
375,2024-11-25,2024-12-26,1888.13,Paid,71,3
376,2024-11-26,2024-12-27,3617.62,Paid,72,4
377,2024-11-27,2024-12-28,3544.64,Paid,73,1
378,2024-11-28,2024-12-29,2796.8,Paid,73,2
379,2024-11-29,2024-12-30,3338.64,Paid,74,3
380,2024-11-30,2024-12-31,4630.85,Paid,75,4
381,2024-12-01,2025-01-01,5708.82,Paid,76,1
382,2024-12-01,2025-01-01,3205.96,Paid,76,2
383,2024-12-02,2025-01-02,5975.29,Paid,77,3
384,2024-12-03,2025-01-03,842.8,Paid,78,4
385,2024-12-04,2025-01-04,4763.56,Not paid,79,1
386,2024-12-05,2025-01-05,6329.09,Paid,79,2
387,2024-12-06,2025-01-06,4899.23,Paid,80,3
388,2024-12-07,2025-01-07,5940.7,Paid,81,4
389,2024-12-08,2025-01-08,2562.82,Not paid,82,1
390,2024-12-09,2025-01-09,6372.12,Paid,82,2
391,2024-12-10,2025-01-10,2891.29,Paid,83,3
392,2024-12-11,2025-01-11,4345.51,Paid,84,4
393,2024-12-12,2025-01-12,3434.87,Paid,85,1
394,2024-12-12,2025-01-12,4171.57,Paid,85,2
395,2024-12-13,2025-01-13,3398.96,Paid,86,3
396,2024-12-14,2025-01-14,466.62,Paid,87,4
397,2024-12-15,2025-01-15,592.34,Paid,88,1
398,2024-12-16,2025-01-16,1951.09,Paid,88,2
399,2024-12-17,2025-01-17,1553.46,Paid,89,3
400,2024-12-18,2025-01-18,4838.48,Paid,90,4
